sector,ebitdaMargins,profitMargins,grossMargins,revenueGrowth,operatingMargins,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,debtToEquity,returnOnEquity,totalCashPerShare,revenuePerShare,quickRatio,enterpriseToRevenue,enterpriseToEbitda,forwardEps,heldPercentInstitutions,priceToBook,shortRatio,beta,earningsQuarterlyGrowth,priceToSalesTrailing12Months,pegRatio,forwardPE,trailingPE,dividendYield,trailingPegRatio,R&D/Revenue,SGA/Revenue,Ticker
Technology,0.08088,0.04998,0.17163,0.114,0.07018,0.436,1.381,0.097370006,9,545.472,0.97480005,1.806,144.289,1.096,1.557,19.256,9.11,0.94004995,28.890154,1.46,1.095286,0.38,1.190454,1.98,19.487377,24.948004,0.01,,,0.10951130364153243,CDW
Basic Materials,0.28768998,0.22139,0.31896,0.43,0.24458,-0.616,1.52,0.11405,22,91.845,0.45493,5.028,76.772,0.883,2.486,8.64,15.77,0.97617996,3.935924,1.5,1.274987,-0.639,1.8017213,0.32,8.958782,5.698612,0.0171,,0.010073796415602672,0.06173128733747218,CE
Healthcare,0.04084,0.0064499998,0.16047001,0.103,0.028210001,0.021,1.12,0.02755,20,85.098,0.02755,25.604,196.096,1.056,0.479,11.727,5.45,0.94665,1.8413916,1.65,0.535225,0.028,0.42700574,1.47,15.324771,66.8695,,,,0.1033155429273537,CNC
Utilities,0.29610002,0.17792,0.38397998,0.127,0.16403,2.715,1.716,0.02407,15,171.429,0.07521,2.72,14.086,0.68,3.822,12.906,1.41,0.94569,2.1322327,2.44,0.93088,2.27,2.0615842,10.47,19.41844,17.40623,0.0256,,,-0.0008381226053639847,CNP
Technology,0.018550001,-0.08623,0.42978,0.258,-0.026630001,,1.074,-0.00215,1,52.944,-0.03908,2.503,6.465,0.089,12.895,695.108,0.45,1.04599,4.88842,8.52,1.484076,,11.268663,28.89,159.66667,,,,,0.3632047477744807,CDAY
Healthcare,0.25629,0.0915,0.82869005,0.073,0.17667,-0.491,1.573,0.08457,17,48.47,0.12667,2.658,18.899,1.291,4.95,19.315,3.68,0.89459,7.2086744,5.12,0.842878,-0.507,4.782351,2.08,25.383152,54.94706,0.0117,,0.13603992743636334,0.5282079513413884,CERN
Basic Materials,0.47369,0.14026,0.3651,1.305,0.33787,7.174,1.811,0.11318,19,61.564,0.21651,7.607,30.409,1.484,3.324,7.016,10.2,0.9174,5.7961507,1.24,1.032819,7.103,2.6079478,0.26,7.794118,57.608696,0.0153,,,0.03410828999694096,CF
Healthcare,0.24294001,0.11576,0.37645,0.205,0.1673,-0.01,1.402,0.058379997,11,128.648,0.18369,4.232,68.366,0.888,6.147,25.301,11.46,0.95419,6.158581,2.19,1.171312,0.005,4.3622594,2.18,25.842932,38.357727,,,,0.1801460566982896,CRL
Financial Services,0.0,0.31614,0.96830004,0.127,0.44098,0.343,,,15,55.331,0.10317001,41.004,9.815,,7.187,,3.69,0.88754,3.4110346,1.79,0.989557,0.392,8.753722,1.22,23.238482,32.641796,0.009,,,0.417170626349892,SCHW
Communication Services,0.39200002,0.08396,0.44784,0.092,0.20658001,0.667,0.286,0.04602,28,417.43,0.17694001,2.599,270.338,0.254,4.03,10.281,31.27,0.70838,6.328999,6.06,0.944247,0.495,2.1094959,0.77,19.224815,27.396435,,,,0.06439071043932054,CHTR
Energy,0.21459,0.10041001,0.42565,0.846,0.09956,,,,30,27.316,0.116450004,3.129,81.214,,1.877,8.748,9.51,0.68167996,1.9917991,1.59,1.165589,,1.739066,-2.98,14.761304,27.13706,0.0421,,,0.16341272187447783,CVX
Consumer Cyclical,0.14466,0.09876,0.38772,0.219,0.110139996,1.546,1.785,0.080790006,27,151.004,0.34518,36.347,256.012,1.666,6.528,45.128,33.14,0.92119,18.238749,2.14,1.261023,1.548,5.854585,1.47,45.171997,60.10359,,,,0.10334767339155577,CMG
Financial Services,0.20179,0.21836,0.28234,0.14,0.19464001,0.589,0.342,0.025390001,,32.666,0.15235,11.954,90.617,0.152,2.567,12.719,14.45,0.90790004,1.5037627,2.09,0.787667,0.535,2.208704,0.52,14.326644,10.524657,0.0154,,,0.08537667813158771,CB
Consumer Defensive,0.22753,0.16018,0.43772,0.057,0.19022,0.082,0.743,0.084139995,18,56.139,0.24379,0.737,20.814,0.37,5.209,22.893,3.21,0.85898,6.882365,3.8,0.411948,0.066,4.8224435,4.41,30.747662,30.109821,0.0099,,,0.2611422035213857,CHD
Healthcare,0.0596,0.049200002,0.13713,0.082,0.04848,0.27,0.7,0.03285,25,73.536,0.17627001,14.534,493.034,0.58,0.624,10.478,22.46,0.90199,1.6273983,2.44,0.88165,0.168,0.45288175,1.04,10.366875,9.690764,0.0174,,,0.08393023980068515,CI
Financial Services,0.36451998,0.28052,0.36629,-0.198,0.35474,-0.686,1.241,0.07092,5,7.634,0.23395,6.733,55.889,0.967,2.146,5.887,5.17,0.69525003,1.6998409,6.45,0.690319,-0.684,2.2367465,1.33,24.166344,8.045074,0.0208,,,,CINF
Industrials,0.23546,0.155,0.46508,0.094,0.19690001,0.053,1.219,0.111049995,9,73.585,0.32173002,1.092,71.233,0.541,5.959,25.308,11.98,0.65788,10.97754,2.54,1.46224,0.034,5.263021,3.32,31.495829,35.25696,0.0094,,,0.27037002166844193,CTAS
Technology,0.31235,0.2244,0.63726,0.081,0.27665,0.373,1.618,0.09196,24,25.032,0.28190002,5.537,12.038,1.408,4.227,13.532,3.68,0.74882007,5.534268,1.85,0.982098,0.371,4.6536627,2.73,15.228261,20.832714,0.0275,,0.13145850897266048,0.22813039463647677,CSCO
Financial Services,0.0,0.29273,0.0,0.047,0.36630002,-0.17,,0.00968,24,,0.10931,464.254,36.886,,-3.935,,7.85,0.77550006,0.6724895,1.32,1.691695,-0.203,1.6400193,0.32,7.8955417,5.87043,0.0305,,,0.490278703827177,C
Financial Services,0.0,0.32555,0.0,0.241,0.41531,0.743,,0.012259999,18,,0.09784,37.011,16.178,,2.215,,4.06,0.97518,1.0547062,2.09,1.590129,0.688,3.274373,-3.61,13.049261,10.638554,0.0304,,,0.6942711287577992,CFG
Technology,0.19325,0.099709995,0.83449996,0.015,0.13377,-0.474,0.664,0.04765,14,877.975,1.35183,3.605,25.691,0.512,4.817,24.927,5.25,0.99328005,31.982544,2.93,0.042574,-0.473,4.0291777,3.05,19.542856,40.746624,0.0152,,0.16624339605153396,0.4870658386628356,CTXS
Consumer Defensive,0.13178,0.03489,0.37712002,-0.082,0.10198,-0.724,0.671,0.069180004,16,657.434,0.27365,1.755,57.124,0.302,2.906,22.053,6.67,0.80235,49.275463,3.4,0.1999,-0.734,2.5610342,-18.62,22.125937,42.567062,0.0328,,0.020296962266721154,0.24642419288925216,CLX
Financial Services,0.64274,0.52596,1.0,0.028,0.55389,1.243,1.008,0.01026,16,14.81,0.08975001,4.368,12.926,0.014,18.054,28.089,7.33,0.87774,3.1466537,3.07,0.462747,1.25,18.583956,6.61,32.661667,35.31121,0.0159,,,0.31989815822433937,CME
Utilities,0.34194002,0.1197,0.3941,0.145,0.20809999,-0.155,0.761,0.031689998,19,190.29,0.12907,0.352,25.289,0.257,4.372,12.785,2.87,0.93557,3.1675637,2.28,0.246325,-0.133,2.5506058,4.28,22.348433,21.25953,0.0272,,,-0.017664670658682633,CMS
Consumer Defensive,0.35199,0.23313999,0.60723996,0.161,0.31123,0.425,1.516,0.07831,25,172.826,0.39722002,3.443,8.771,1.173,7.651,21.735,2.43,0.69682,12.2395315,1.62,0.686233,0.423,7.1815124,2.72,25.864197,30.945349,0.0279,,,0.29014963348882294,KO
Technology,0.18090001,0.11547,0.37359002,0.142,0.15167,0.846,2.08,0.1009,21,13.802,0.18722999,5.184,35.118,1.866,2.382,13.168,4.52,0.94595003,4.003274,1.69,1.138736,0.823,2.5276427,1.61,19.477877,24.834978,0.0128,,,0.190900740260442,CTSH
Consumer Defensive,0.25412,0.15367,0.6031,0.063,0.22224002,-0.074,1.091,0.15369001,20,750.243,2.7066698,1.255,20.452,0.58,4.451,17.514,3.39,0.80336,111.46933,1.8,0.620881,-0.092,3.7977295,4.32,23.050146,24.88535,0.0216,,,0.3701050330884585,CL
Communication Services,0.2935,0.12731,0.66587996,0.187,0.17506,0.955,1.026,0.04559,34,104.661,0.15312,2.584,24.781,0.889,2.868,9.772,3.69,0.8554,2.2452776,2.67,0.944247,0.999,1.8905128,0.87,12.756097,15.139916,0.0196,,,0.3847862191495114,CMCSA
Financial Services,0.0,0.34205002,0.0,0.13,0.45536998,0.284,,0.0127799995,23,,0.14518,187.68,24.329,,-2.52,,5.83,0.8216,1.6893588,1.84,1.507349,0.207,3.766148,-1.05,16.38765,11.896401,0.0275,,,0.6968421052631579,CMA
Consumer Defensive,0.18919,0.098179996,0.26389998,0.021,0.15897,-0.26,0.927,0.0497,16,110.081,0.12808,0.143,23.301,0.319,2.374,12.549,2.64,0.85523003,1.9816132,2.16,0.790651,-0.273,1.5109456,6.18,13.39015,14.248286,0.0353,,,0.10804938889733297,CAG
Energy,0.42903998,0.17315,0.49155998,1.771,0.27435,,1.335,0.10439,29,45.371,0.21471001,5.072,35.237,1.103,2.744,6.395,7.8,0.80088997,2.7287948,1.99,1.441074,,2.579952,-7.27,11.701282,24.754541,0.0162,,,0.015859408486926702,COP
Utilities,0.34135,0.088120006,0.56093,0.084,0.18985,0.034,0.97,0.025610002,15,119.016,0.054029997,0.187,38.397,0.593,4.129,12.095,4.5,0.65102,1.5183209,3.43,0.198961,0.091,2.299462,9.88,19.097778,25.456161,0.0365,,,0.01657684141760575,ED
Consumer Defensive,0.37011,0.086160004,0.53375,0.049,0.33386,-0.997,1.346,0.0708,22,91.747,0.06776,0.552,45.518,0.492,6.634,17.924,11.86,0.82016,3.643261,1.56,1.18297,-0.997,4.630353,2.73,18.300169,56.05372,0.012,,,0.18805789968542874,STZ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,CEG
Healthcare,0.31250998,1.0076001,0.67928004,0.114,0.20667,0.35,2.002,0.0462,13,25.157,0.547,1.941,59.4,0.835,7.615,24.366,16.33,1.01167,2.9181077,4.5,0.861298,0.358,6.946537,2.9,25.161667,6.9454026,0.0001,,0.031719418306244654,0.39089820359281435,COO
Industrials,0.45818,0.3425,0.50374,0.366,0.41858003,0.301,4.147,0.1758,9,14.059,0.30642,5.474,12.299,2.877,11.031,24.076,4.62,0.82938004,7.7955613,2.27,1.054738,0.3,10.164258,1.52,26.98918,30.045782,,,,0.08951681163048174,CPRT
Technology,0.27377,0.121470004,0.3682,0.205,0.16516,-0.105,1.771,0.04735,13,63.059,0.13255,2.592,17.051,0.997,2.784,10.169,2.32,0.70098996,2.832529,2.81,1.076533,-0.131,2.5498013,0.83,17.715517,40.936256,0.0252,,0.08024418296027604,0.140582146332832,GLW
Basic Materials,0.14009,0.106680006,0.40844002,0.273,0.059809998,,1.812,0.013890001,19,9.9,0.071609996,3.954,20.784,1.118,2.238,15.974,2.59,0.80544996,1.5301967,2.71,0.789473,,2.4563894,0.9,20.015444,23.542236,0.012,,0.08032636983892523,0.1881550256734895,CTVA
Consumer Defensive,0.046350002,0.02543,0.12755999,0.166,0.03744,0.137,1.015,0.07643,31,53.237,0.30563,30.39,458.227,0.462,1.105,23.838,13.96,0.69074994,12.428907,1.6,0.684236,0.136,1.1299344,4.42,37.069485,44.496128,0.0062,,,0.09159440409536107,COST
Energy,0.47245,0.18084,0.67134005,0.925,0.27679002,,0.95,0.07334,26,42.017,0.15783,0.094,4.858,0.894,9.378,19.85,3.57,0.56312,3.9020617,2.62,-0.129244,,9.526149,0.1,6.3613443,25.836176,0.0209,,,0.07499964418382887,CTRA
Real Estate,0.57839,0.17287001,0.68565005,0.108,0.31909,-0.305,0.619,0.0325,17,327.065,0.13071,0.676,14.676,0.412,16.752,28.962,3.31,0.92276,8.504872,2.54,0.539532,-0.305,11.4240675,4.34,50.6284,58.369907,0.032,,,0.10725552050473186,CCI
Industrials,0.54723,0.3026,0.54723,0.243,0.42918998,0.344,1.718,0.080369994,25,128.113,0.27854002,0.982,5.254,1.545,8.2,14.985,1.78,0.76445,5.7809606,1.68,1.216421,0.315,6.3841357,1.38,19.275282,21.592197,0.0099,,,,CSX
Industrials,0.1236,0.08871,0.23708001,0.003,0.09616999,-0.186,1.738,0.062319998,19,49.271,0.23535,22.376,166.12,1.027,1.423,11.511,18.26,0.83306,3.6076453,2.95,1.026355,-0.214,1.213816,0.81,11.163746,13.401485,0.025999999,,0.04537696182506973,0.09483368719037509,CMI
Healthcare,0.06276,0.02668,0.17351,0.1,0.04679,0.29,0.94,0.03551,29,105.414,0.10556,9.721,215.709,0.589,0.718,11.439,8.27,0.78749,1.8541893,2.32,0.808311,0.306,0.4848292,2.27,12.61185,18.205622,0.0211,,,0.12909282290935695,CVS
Consumer Cyclical,0.19625,0.15035,0.26804,0.267,0.19358999,0.646,5.84,0.15656,18,35.824,0.30662,8.783,76.916,0.889,1.363,6.944,15.27,0.83411,2.0572057,2.24,1.633046,0.615,1.1031349,0.7,5.6332674,7.5390005,0.0091,,,0.07445398967387,DHI
Healthcare,0.34402,0.20973,0.60748,0.229,0.26959,0.328,1.485,0.06086,18,56.662,0.14245,3.571,39.327,0.942,8.677,25.224,10.14,0.80772,4.9654155,1.68,0.701976,0.311,7.110124,1.46,27.539446,35.428825,0.0028,,0.06049183270507988,0.30874169807933943,DHR
Consumer Cyclical,0.15537,0.107250005,0.21320999,0.372,0.116610005,1.017,0.85,0.06159,27,230.055,0.36946,5.776,65.953,0.458,2.849,18.337,8.45,0.92014,7.3708277,2.58,1.446528,1.012,2.1918895,0.67,17.169231,20.74053,0.0293,,,0.06771723572490655,DRI
Healthcare,0.21018,0.08331,0.31183,0.005,0.15255,0.844,1.625,0.06367,8,437.564,0.41874,10.524,107.349,1.508,2.089,9.938,8.38,0.89959,10.282638,3.1,1.237709,0.637,1.0084271,0.9,13.675417,13.383161,,,,0.10498013783521623,DVA
Industrials,0.20566,0.13566,0.27728,0.16,0.18414,0.724,2.192,0.06355,21,264.864,0.3802,24.186,141.065,1.94,3.673,17.86,25.12,0.78002,5.799626,1.3,0.978617,0.693,2.4266105,1.34,13.812898,18.271723,0.0108,,0.03610428610428611,0.0654973154973155,DE
Industrials,-0.10606,-0.00275,-0.01791,1.99,-0.17437,,0.835,-0.03502,19,1354.451,-0.02247,20.699,38.368,0.735,1.958,-18.464,2.91,0.64755,10.166422,1.3,1.298023,,1.0895084,0.4,14.274914,,,,,0.03404504241006142,DAL
Healthcare,0.23438999,0.09847,0.55288,0.194,0.15241,0.938,1.602,0.04448,12,43.317,0.08455,1.299,19.419,0.917,3.401,14.512,3.19,0.9946,2.5048013,1.05,0.908051,0.943,3.02239,0.79,18.398119,30.856993,0.0077,,0.03441053261520048,0.38330341113105926,XRAY
Energy,0.33679,0.11572,0.53251,2.141,0.42341,,1.206,0.17561,32,74.782,0.20444,3.167,17.582,1.067,3.637,10.798,5.23,0.90385,4.1875286,1.51,3.056766,,3.588822,0.56,10.554493,27.408144,0.009,,,0.07506107039751277,DVN
Healthcare,0.19278,0.22823,0.69291,0.298,0.15919,-0.027,4.975,0.05361,16,88.175,0.29119,27.836,24.033,4.391,21.057,109.228,3.62,0.98017997,18.659952,3.38,0.792207,-0.018,17.190365,9.92,113.62984,77.58205,,,0.18679607619245342,0.32215705610629575,DXCM
Energy,0.57374,0.08392,0.84948,1.652,0.34063,,0.733,0.054050002,34,56.102,0.04062,2.522,30.716,0.635,5.696,9.927,17.09,0.89309996,2.0982447,1.71,2.516979,,4.594709,0.19,7.7981277,52.038265,0.0161,,,0.03294646199925122,FANG
Real Estate,0.50139,0.15831,0.60754,0.085,0.18434,,0.766,0.01428,23,87.777,0.03954,0.409,15.685,0.76,14.018,27.959,1.55,1.00157,2.3662038,7.66,0.219969,,8.861166,2.77,88.96774,58.16111,0.0292,,,0.11112096266751258,DLR
Financial Services,0.0,0.37897998,0.79072,1.26,0.49131,0.405,1.35,0.048839998,18,150.858,0.44862,63.319,47.927,1.35,2.679,,13.43,0.84758,2.9944706,2.51,1.640974,0.335,2.5277755,0.13,9.233805,7.415092,0.015800001,,,0.2562943385728196,DFS
Communication Services,0.29882,0.10421,0.60984004,0.23,0.18099001,-0.453,1.996,0.0397,19,110.404,0.11196,5.372,20.428,1.794,2.755,9.219,3.2,1.03668,1.5942192,4.09,1.310694,-0.48,1.181192,2.75,8.825,18.889631,,,,0.25452160059975637,DISCA
Communication Services,0.29882,0.10421,0.60984004,0.23,0.18099001,-0.453,1.996,0.0397,3,110.404,0.11196,5.372,20.428,1.794,2.715,9.086,3.19,0.8693,1.5891385,3.37,1.310694,-0.48,1.2141954,0.43,8.824451,18.829432,,,,0.25452160059975637,DISCK
Communication Services,0.23506,0.14401,0.34765,-0.018,0.19334999,0.023,1.154,0.05624,18,111.333,0.18503,9.924,34.131,0.991,1.671,7.109,2.77,0.86101997,1.1597482,8.42,2.106493,0.104,0.9640332,-0.37,11.841155,7.8865113,,,,0.11657337446473297,DISH
Communication Services,0.12761,0.029590001,0.33058,0.26,0.051799998,,1.083,0.0107700005,,57.044,0.025390001,8.78,37.124,0.944,5.03,39.415,5.06,0.66493,3.0698638,1.63,1.188571,,4.0314856,1.07,29.551384,136.6819,,,,0.20297249992583583,DIS
Consumer Defensive,0.11545999,0.07193,0.31926,0.039,0.09707,-0.1,1.077,0.07918,25,227.684,0.37108,2.109,143.171,0.106,1.921,16.64,11.25,0.94589996,7.448903,3.87,0.499239,-0.152,1.3567508,3.47,17.688,19.449713,0.0075,,,0.21220941611746214,DG
Consumer Defensive,0.10316,0.05293,0.2985,0.039,0.07585,-0.309,1.252,0.05865,22,134.864,0.19379999,3.118,112.921,0.163,1.568,15.199,7.47,0.96997,4.3676267,1.29,0.746071,-0.343,1.2168738,1.7,18.834003,23.677214,,,,0.21944153700807156,DLTR
Utilities,0.45468,0.19323999,0.49261,-0.119,0.25505,0.935,0.703,0.02123,16,152.622,0.09639,0.222,16.827,0.169,7.952,17.488,4.13,0.68491,2.6326396,1.88,0.441459,0.837,4.7439594,2.9,19.295399,25.130875,0.0318,,,-0.0285774767146486,D
Consumer Cyclical,0.19444999,0.11592,0.28101,0.031,0.18344,0.301,1.72,0.29604998,27,,,8.117,115.137,0.896,5.601,28.805,15.39,0.9436,,3.03,0.52987,0.215,3.5770257,3.27,27.938921,32.636055,0.0069999998,,,0.09875453288486381,DPZ
Industrials,0.20526,0.12251,0.37902,0.154,0.1674,0.312,1.645,0.08528,14,78.631,0.26424998,5.133,53.493,1.055,3.682,17.937,8.34,0.85369,5.883311,1.61,1.381652,0.317,2.9742522,1.64,19.067146,24.506088,0.0111,,0.021260637724873424,0.2045196117155613,DOV
Basic Materials,0.19532,0.113249995,0.19092,0.528,0.14032,,1.594,0.07396,22,97.457,0.39372003,4.126,68.914,0.778,1.143,5.853,6.38,0.67692,2.6837938,2.49,1.617021,,0.859832,0.12,9.34953,7.7417264,0.0461,,0.019926314150796532,0.03549374708110632,DOW
Utilities,0.21313,0.0619,0.27199,0.206,0.13299,-0.947,1.018,0.02805,17,206.318,0.09664,0.279,73.037,0.509,2.886,13.543,5.92,0.73656,2.757677,1.4,0.687785,-0.947,1.6694938,2.91,20.59966,27.009968,0.0296,,,0.002299416933563275,DTE
Utilities,0.47160998,0.12795,0.50060004,0.034,0.24066,0.031,0.607,0.02219,18,128.981,0.05598,0.717,31.765,0.256,6.151,13.043,5.47,0.63115,1.6278201,1.68,0.31948,0.077,3.1833348,7.89,18.321756,25.631714,0.0381,,,,DUK
Real Estate,0.60163,0.76245004,0.71976,-0.006,0.32185,-0.403,2.249,0.02301,,61.408,0.15151,0.182,2.962,1.433,21.33,35.453,0.72,0.98302,3.4487174,1.98,0.696668,-0.39,18.351,5.49,74.86111,22.126436,0.0214,,,0.059049490399339905,DRE
Basic Materials,0.25208,0.29224002,0.3496,0.177,0.11302,,2.013,0.026530001,18,40.603,0.04642,3.223,37.144,1.071,2.378,9.432,4.94,0.73316,1.5187238,1.93,1.257142,,1.8227382,1.25,15.803643,7.214675,0.0145000005,,0.04216306319556798,0.10800607932539098,DD
Technology,0.11169,0.02316,0.22540002,-0.116,0.01692,,1.083,0.00778,13,125.162,0.080129996,10.7,66.312,0.956,0.737,6.601,4.3,0.87904,1.8780061,4.7,2.398961,,0.53215677,0.33,8.26279,23.375,,,,0.10226183089852783,DXC
Basic Materials,0.19292,0.05126,0.24799,0.282,0.13713999,1.178,1.566,0.052950002,21,91.526,0.08428001,5.333,73.443,0.779,2.154,11.167,9.56,0.8538,2.653662,2.84,1.532467,1.18,1.6292489,0.67,12.635983,32.420826,0.0249,,0.026672961170777765,0.0912309689602266,EMN
Industrials,0.17195,0.109230004,0.32275,0.024,0.12548,0.158,1.041,0.04675,21,54.197,0.13658,1.424,49.23,0.536,3.489,20.292,7.42,0.82774,3.8464608,1.77,1.205867,0.16,3.1298263,1.23,20.77089,29.90879,0.0202,,0.03138373751783167,0.16588546973711024,ETN
Consumer Cyclical,0.29798,1.07049,0.72732,0.108,0.25193,-0.575,3.353,0.07703,26,85.034,0.28445998,23.26,17.341,2.874,3.011,10.106,4.52,0.92336,3.157712,3.53,1.118094,-0.602,2.9308708,1.31,12.079646,2.9867074,0.0111,,0.10583195404537046,0.35400642585921527,EBAY
Basic Materials,0.21761999,0.09082,0.41496,0.1,0.15047,0.318,1.723,0.06492,18,90.913,0.17579001,3.133,43.482,1.188,5.814,26.718,5.97,0.88408,7.451953,2.85,1.010643,0.318,4.15545,2.63,30.201006,46.100742,0.0087,,,0.27552543637936594,ECL
Utilities,0.36216,0.05173,0.57484,0.141,0.22584999,,0.673,0.02937,16,171.377,0.04705,1.379,38.791,0.364,3.792,10.469,4.64,0.89532,1.740842,2.94,0.688291,,1.6079874,2.57,13.4375,31.066267,0.0433,,,0.14545588451907498,EIX
Healthcare,0.33734,0.28998,0.75744003,0.148,0.31096,0.038,3.637,0.13236,21,12.345,0.30299,2.875,8.176,2.544,14.968,44.372,2.58,0.85653,12.732905,2.08,1.093258,0.046,13.851895,3.7,43.810078,48.61505,,,0.17342635022684266,0.28014499692223516,EW
Communication Services,0.22201,0.122729994,0.72967005,0.586,0.17495,0.619,1.315,0.05712,31,27.94,0.09854999,6.973,22.286,1.165,5.951,26.805,7.53,0.94261,4.6474094,1.34,0.8667,0.589,5.6910906,0.73,17.092962,47.407,0.005,,0.3158642742938355,0.22597264167702966,EA
Industrials,0.21348,0.12629,0.41472998,0.085,0.16966,-0.077,1.35,0.08126,23,72.891,0.25335,3.957,30.49,0.937,3.396,15.908,5.34,0.74904996,5.5956116,1.49,1.514285,-0.073,3.0320673,1.83,17.382023,24.29843,0.0215,,,0.22916209695108578,EMR
Technology,0.21459,0.13438,0.4157,0.969,0.19540001,-0.443,4.494,0.09073,24,161.008,0.31174,10.334,9.347,4.294,16.276,75.845,2.98,0.73846,32.000416,2.02,1.183983,-0.446,16.804846,2.88,51.587246,133.44618,,,0.07220970397391613,0.1338037899086419,ENPH
Utilities,0.35763,0.10953,0.42676997,0.155,0.18937999,0.015,0.637,0.023459999,17,222.677,0.11073,4.976,56.775,0.381,4.148,11.597,6.34,0.91334,1.8856939,2.83,0.605714,0.019,1.8629117,3.07,16.652996,17.086908,0.0363,,,,ETR
Energy,0.47464,0.18018,0.63764,1.265,0.24087,,2.109,0.06977,33,24.659,0.14394,7.337,28.879,1.85,3.397,7.156,9.88,0.87747,2.8834057,1.02,2.010389,,3.7493415,0.15,10.858299,20.682476,0.0315,,,0.04870279360358777,EOG
Technology,0.16794,0.12593001,0.3414,0.516,0.14556,0.275,3.308,0.10589,15,9.651,0.20236999,22.331,59.9,3.197,10.092,60.093,11.17,0.93410003,9.27148,1.33,1.431688,0.293,6.42862,2.65,34.23724,53.034252,,,,0.18227561950127055,EPAM
Industrials,0.31956,0.14543,0.59571,0.145,0.22372,-0.108,1.532,0.06587,17,153.863,0.21561001,16.602,39.319,1.442,7.837,24.524,8.8,0.93036,7.5339537,2.59,1.430309,-0.101,5.5678015,2.76,24.836363,38.65582,0.0056,,,0.3164869775893398,EFX
Real Estate,0.42414,0.0654,0.48145,0.112,0.17733999,1.27,1.628,0.02675,23,142.514,0.04048,15.316,73.11,1.219,13.302,31.363,7.73,0.97399,6.0977874,2.78,0.358441,1.283,9.850067,3.99,92.5925,150.9045,0.014099999,,,0.30342180621246506,EQIX
Real Estate,0.59246,0.43528,0.61481,0.001,0.25628,3.718,0.529,0.01887,23,74.628,0.098179996,0.106,6.519,0.144,17.976,30.34,1.45,0.92837,3.0796924,2.63,0.808831,3.732,13.453878,6.34,60.17931,30.91038,0.026099999,,,0.0187832585774807,EQR
Real Estate,0.64309,0.2984,0.6817,0.007,0.29760998,0.612,0.782,0.021300001,22,99.922,0.07594,0.767,23.052,0.2,19.383,30.14,5.11,0.98113996,3.551136,2.53,0.746578,0.607,14.091646,6.65,63.526417,47.25182,0.0239,,,0.04199825039404671,ESS
Consumer Defensive,0.23202999,0.17829001,0.76198,0.233,0.19226,0.324,1.783,0.10375,26,114.934,0.53243,11.124,46.966,1.179,8.138,35.074,8.53,0.90476996,17.812109,2.08,1.004675,0.323,6.3422046,3.39,35.208675,36.41246,0.0064999997,,,0.57631822386679,EL
Consumer Cyclical,0.24472,0.21553,0.73251,0.179,0.23321,-0.113,2.287,0.11368,20,435.103,0.80061996,6.443,17.614,1.785,8.975,36.675,3.46,0.92719,35.310574,3.57,1.545869,-0.02,8.470152,1.64,43.04624,44.23522,,,0.1043563926113727,0.3795650851140891,ETSY
Financial Services,0.0,0.08793,0.11175,0.154,0.10669,,1.545,0.02299,,19.15,0.10342,45.253,291.875,0.986,0.985,,29.05,0.97709,1.193064,1.83,0.698428,,1.0341966,0.17,10.406885,11.950824,0.0218,,,0.0042807108574393566,RE
Utilities,0.40952,0.15782,0.47879001,0.065,0.24012,0.219,0.675,0.030299999,8,115.81,0.0983,0.11,24.339,0.159,4.596,11.222,3.53,0.92179,1.5392754,3.05,0.450076,0.233,2.598081,3.78,17.719547,16.306047,0.0355,,,0.011926568160540562,EVRG
Utilities,0.32978,0.12332,0.48696998,0.038,0.21428,-0.188,0.722,0.02814,18,133.362,0.08315,0.257,27.976,0.365,5.188,15.732,4.11,0.81382006,1.9514812,2.79,0.402077,-0.182,2.9252691,3.44,19.905107,23.768158,0.0273,,,-0.004986282109017646,ES
Utilities,0.29409,0.048060004,0.31258,0.006,0.14827,1.409,0.94,0.02479,16,121.723,0.05409,3.023,35.631,0.522,2.284,7.767,3.32,0.82331,1.2311782,1.49,0.481849,1.401,1.1965989,-43.47,12.831326,24.91228,0.0327,,,-0.0016041647749629225,EXC
Consumer Cyclical,-0.01533,-0.10457,0.80191004,0.969,-0.047659997,,0.927,-0.01036,26,245.725,-0.19933,33.202,49.261,0.679,4.684,-305.475,6.9,0.97476,18.888048,2.91,1.615584,,4.1849694,10.84,28.97536,,,,0.19426812848624736,0.6045393344874014,EXPE
Industrials,0.11068,0.07932,0.12727,0.839,0.107080005,0.866,1.866,0.17136,14,13.332,0.39303002,10.744,86.41,1.572,1.412,12.758,6.32,0.94075996,5.222068,2.85,0.785454,0.877,1.2190295,2.21,16.669304,15.588932,0.0089,,,0.0018223728191650833,EXPD
Real Estate,0.68008006,0.46639,0.76389,0.207,0.52695,0.591,1.7,0.0547,14,173.798,0.24719,0.49,11.561,0.419,23.391,34.395,5.57,0.95781,8.685423,2.79,0.323116,0.642,16.952375,6.89,34.861755,36.06612,0.0226,,,0.09062269462698022,EXR
